Kind,Name,File,SumCyclomatic,AvgEssential,MaxInheritanceTree,PercentLackOfCohesion,CountClassDerived,CountClassCoupled,CountDeclMethod,Essential,CountLineCode
File,CloseableResourceIntegrationTests.java,jupiter-tests\src\test\java\org\junit\jupiter\api\extension\CloseableResourceIntegrationTests.java,8,1,,,,,6,,63
File,CollectionUtils.java,junit-platform-commons\src\main\java\org\junit\platform\commons\util\CollectionUtils.java,31,2,,,,,9,,132
File,CollectionUtilsTests.java,platform-tests\src\test\java\org\junit\platform\commons\util\CollectionUtilsTests.java,48,1,,,,,30,,282
File,ColorPalette.java,junit-platform-console\src\main\java\org\junit\platform\console\tasks\ColorPalette.java,20,1,,,,,12,,95
File,ColorPaletteTests.java,platform-tests\src\test\java\org\junit\platform\console\tasks\ColorPaletteTests.java,14,1,,,,,13,,145
File,CommandFacade.java,junit-platform-console\src\main\java\org\junit\platform\console\options\CommandFacade.java,6,1,,,,,4,,31
File,CommandLineOptionsParsingTests.java,platform-tests\src\test\java\org\junit\platform\console\options\CommandLineOptionsParsingTests.java,219,1,,,,,61,,510
File,CommandResult.java,junit-platform-console\src\main\java\org\junit\platform\console\options\CommandResult.java,6,1,,,,,6,,30
File,CompletelyDynamicTestCase.java,junit-vintage-engine\src\testFixtures\java\org\junit\vintage\engine\samples\junit4\CompletelyDynamicTestCase.java,0,0,,,,,0,,7
File,CompositeEngineExecutionListener.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\core\CompositeEngineExecutionListener.java,20,1,,,,,7,,62
File,CompositeEngineExecutionListenerTests.java,platform-tests\src\test\java\org\junit\platform\launcher\core\CompositeEngineExecutionListenerTests.java,21,1,,,,,19,,131
File,CompositeFilter.java,junit-platform-engine\src\main\java\org\junit\platform\engine\CompositeFilter.java,10,1,,,,,7,,53
File,CompositeLauncherDiscoveryListener.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\listeners\discovery\CompositeLauncherDiscoveryListener.java,11,1,,,,,6,,37
File,CompositeLauncherDiscoveryListenerTests.java,platform-tests\src\test\java\org\junit\platform\launcher\listeners\discovery\CompositeLauncherDiscoveryListenerTests.java,1,1,,,,,1,,40
File,CompositeLauncherSessionListener.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\listeners\session\CompositeLauncherSessionListener.java,5,1,,,,,3,,21
File,CompositeLauncherSessionListenerTests.java,platform-tests\src\test\java\org\junit\platform\launcher\listeners\session\CompositeLauncherSessionListenerTests.java,1,1,,,,,1,,24
File,CompositeLock.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\CompositeLock.java,16,1,,,,,11,,79
File,CompositeLockTests.java,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\CompositeLockTests.java,9,1,,,,,5,,72
File,CompositeTestExecutionListener.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\core\CompositeTestExecutionListener.java,32,1,,,,,11,,92
File,CompositeTestExecutionListenerTests.java,platform-tests\src\test\java\org\junit\platform\launcher\core\CompositeTestExecutionListenerTests.java,34,1,,,,,31,,205
File,CompositeTestSource.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\descriptor\CompositeTestSource.java,8,1,,,,,6,,46
File,CompositeTestSourceTests.java,platform-tests\src\test\java\org\junit\platform\engine\support\descriptor\CompositeTestSourceTests.java,8,1,,,,,5,,45
File,ConcreteJUnit4TestCase.java,junit-vintage-engine\src\testFixtures\java\org\junit\vintage\engine\samples\junit4\ConcreteJUnit4TestCase.java,0,0,,,,,0,,3
File,ConcurrencyTestingUtils.java,junit-platform-commons\src\testFixtures\java\org\junit\platform\commons\test\ConcurrencyTestingUtils.java,9,2,,,,,2,,53
File,ConditionEvaluationException.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\execution\ConditionEvaluationException.java,1,1,,,,,1,,9
File,ConditionEvaluationResult.java,junit-jupiter-api\src\main\java\org\junit\jupiter\api\extension\ConditionEvaluationResult.java,8,1,,,,,7,,41
File,ConditionEvaluator.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\execution\ConditionEvaluator.java,8,1,,,,,4,,46
File,ConfigurableRunner.java,junit-vintage-engine\src\testFixtures\java\org\junit\vintage\engine\samples\junit4\ConfigurableRunner.java,5,1,,,,,4,,42
File,ConfigurationParameter.java,junit-platform-suite-api\src\main\java\org\junit\platform\suite\api\ConfigurationParameter.java,0,0,,,,,2,,20
File,ConfigurationParameters.java,junit-platform-engine\src\main\java\org\junit\platform\engine\ConfigurationParameters.java,3,1,,,,,5,,34
File,ConfigurationParameters.java,junit-platform-suite-api\src\main\java\org\junit\platform\suite\api\ConfigurationParameters.java,0,0,,,,,1,,17
File,ConfigurationParametersFactoryForTests.java,junit-platform-launcher\src\testFixtures\java\org\junit\platform\launcher\core\ConfigurationParametersFactoryForTests.java,2,1,,,,,2,,25
File,ConfigurationParametersResource.java,junit-platform-suite-api\src\main\java\org\junit\platform\suite\api\ConfigurationParametersResource.java,0,0,,,,,1,,19
File,ConfigurationParametersResources.java,junit-platform-suite-api\src\main\java\org\junit\platform\suite\api\ConfigurationParametersResources.java,0,0,,,,,1,,17
File,ConfigurationSensitiveTestCase.java,platform-tests\src\test\java\org\junit\platform\suite\engine\testcases\ConfigurationSensitiveTestCase.java,2,1,,,,,2,,17
File,ConfigurationSuite.java,platform-tests\src\test\java\org\junit\platform\suite\engine\testsuites\ConfigurationSuite.java,0,0,,,,,0,,11
File,ConsoleDetailsTests.java,platform-tests\src\test\java\org\junit\platform\console\ConsoleDetailsTests.java,29,1,,,,,19,,198
File,ConsoleLauncher.java,junit-platform-console\src\main\java\org\junit\platform\console\ConsoleLauncher.java,3,1,,,,,3,,22
File,ConsoleLauncherIntegrationTests.java,platform-tests\src\test\java\org\junit\platform\console\ConsoleLauncherIntegrationTests.java,10,1,,,,,5,,60
File,ConsoleLauncherTests.java,platform-tests\src\test\java\org\junit\platform\console\ConsoleLauncherTests.java,8,1,,,,,8,,67
File,ConsoleLauncherToolProvider.java,junit-platform-console\src\main\java9\org\junit\platform\console\ConsoleLauncherToolProvider.java,2,1,,,,,2,,16
File,ConsoleLauncherWrapper.java,platform-tests\src\test\java\org\junit\platform\console\ConsoleLauncherWrapper.java,7,1,,,,,5,,41
File,ConsoleLauncherWrapperResult.java,platform-tests\src\test\java\org\junit\platform\console\ConsoleLauncherWrapperResult.java,23,1,,,,,21,,121
File,ConsoleTestExecutor.java,junit-platform-console\src\main\java\org\junit\platform\console\tasks\ConsoleTestExecutor.java,31,1,,,,,15,,147
File,ConsoleTestExecutorTests.java,platform-tests\src\test\java\org\junit\platform\console\tasks\ConsoleTestExecutorTests.java,16,1,,,,,6,,83
File,ConsoleUtils.java,junit-platform-console\src\main\java17\org\junit\platform\console\options\ConsoleUtils.java,2,1,,,,,1,,12
File,ConsoleUtils.java,junit-platform-console\src\main\java\org\junit\platform\console\options\ConsoleUtils.java,1,1,,,,,1,,10
File,ConsoleUtilsTests.java,platform-tests\src\test\java\org\junit\platform\console\options\ConsoleUtilsTests.java,2,1,,,,,1,,12
File,Constants.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\Constants.java,1,1,,,,,1,,97
File,ConstructorInvocation.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\execution\ConstructorInvocation.java,6,1,,,,,6,,37
File,ContainerForInnerTest.java,platform-tests\src\test\java\org\junit\platform\console\subpackage\ContainerForInnerTest.java,1,1,,,,,1,,11
File,ContainerForInnerTests.java,platform-tests\src\test\java\org\junit\platform\console\subpackage\ContainerForInnerTests.java,1,1,,,,,1,,11
File,ContainerForStaticNestedTest.java,platform-tests\src\test\java\org\junit\platform\console\subpackage\ContainerForStaticNestedTest.java,1,1,,,,,1,,9
File,ContainerForStaticNestedTests.java,platform-tests\src\test\java\org\junit\platform\console\subpackage\ContainerForStaticNestedTests.java,1,1,,,,,1,,9
File,ConversionException.java,junit-platform-commons\src\main\java\org\junit\platform\commons\support\conversion\ConversionException.java,2,1,,,,,2,,14
File,ConversionSupport.java,junit-platform-commons\src\main\java\org\junit\platform\commons\support\conversion\ConversionSupport.java,12,2,,,,,3,,60
File,ConvertWith.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\converter\ConvertWith.java,0,0,,,,,1,,15
File,CsvArgumentsProvider.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\CsvArgumentsProvider.java,22,1,,,,,6,,108
File,CsvArgumentsProviderTests.java,jupiter-tests\src\test\java\org\junit\jupiter\params\provider\CsvArgumentsProviderTests.java,48,1,,,,,38,,278
File,CsvFileArgumentsProvider.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\CsvFileArgumentsProvider.java,30,1,,,,,17,,157
File,CsvFileArgumentsProviderTests.java,jupiter-tests\src\test\java\org\junit\jupiter\params\provider\CsvFileArgumentsProviderTests.java,54,1,,,,,42,,436
File,CsvFileSource.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\CsvFileSource.java,0,0,,,,,13,,35
File,CsvFileSources.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\CsvFileSources.java,0,0,,,,,1,,15
File,CsvParserFactory.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\CsvParserFactory.java,9,1,,,,,5,,60
File,CsvParsingException.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\CsvParsingException.java,2,1,,,,,2,,14
File,CsvSource.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\CsvSource.java,0,0,,,,,10,,33
File,CsvSources.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\provider\CsvSources.java,0,0,,,,,1,,15
File,CustomAnnotation.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\execution\injection\sample\CustomAnnotation.java,0,0,,,,,0,,9
File,CustomAnnotationParameterResolver.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\execution\injection\sample\CustomAnnotationParameterResolver.java,2,1,,,,,2,,15
File,CustomContextClassLoaderExecutor.java,junit-platform-console\src\main\java\org\junit\platform\console\tasks\CustomContextClassLoaderExecutor.java,7,1,,,,,4,,37
File,CustomContextClassLoaderExecutorTests.java,platform-tests\src\test\java\org\junit\platform\console\tasks\CustomContextClassLoaderExecutorTests.java,7,1,,,,,4,,50
File,CustomDisplayNameGenerator.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\descriptor\CustomDisplayNameGenerator.java,3,1,,,,,3,,17
File,CustomType.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\execution\injection\sample\CustomType.java,1,1,,,,,1,,9
File,CustomType.java,platform-tests\src\test\java\org\junit\platform\commons\util\classes\CustomType.java,1,1,,,,,1,,7
File,CustomTypeParameterResolver.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\execution\injection\sample\CustomTypeParameterResolver.java,2,1,,,,,2,,14
File,CyclicSuite.java,platform-tests\src\test\java\org\junit\platform\suite\engine\testsuites\CyclicSuite.java,0,0,,,,,0,,10
File,Declaration.java,documentation\src\tools\java\org\junit\api\tools\Declaration.java,26,1,,,,,28,,114
File,DefaultArgumentConverter.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\converter\DefaultArgumentConverter.java,8,2,,,,,3,,52
File,DefaultArgumentConverterTests.java,jupiter-tests\src\test\java\org\junit\jupiter\params\converter\DefaultArgumentConverterTests.java,43,1,,,,,31,,315
File,DefaultArgumentsAccessor.java,junit-jupiter-params\src\main\java\org\junit\jupiter\params\aggregator\DefaultArgumentsAccessor.java,20,1,,,,,16,,100
File,DefaultArgumentsAccessorTests.java,jupiter-tests\src\test\java\org\junit\jupiter\params\aggregator\DefaultArgumentsAccessorTests.java,31,1,,,,,24,,137
File,DefaultClassDescriptor.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\discovery\DefaultClassDescriptor.java,3,1,,,,,3,,17
File,DefaultClassOrdererContext.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\discovery\DefaultClassOrdererContext.java,3,1,,,,,3,,22
File,DefaultDiscoveryRequest.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\core\DefaultDiscoveryRequest.java,7,1,,,,,7,,57
File,DefaultDynamicTestInvocationContext.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\descriptor\DefaultDynamicTestInvocationContext.java,2,1,,,,,2,,13
File,DefaultExecutableInvoker.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\execution\DefaultExecutableInvoker.java,3,1,,,,,3,,32
File,DefaultExecutableInvokerTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\execution\DefaultExecutableInvokerTests.java,3,1,,,,,3,,15
File,DefaultExecutionModeTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\DefaultExecutionModeTests.java,22,1,,,,,17,,147
File,DefaultJupiterConfiguration.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\config\DefaultJupiterConfiguration.java,16,1,,,,,14,,102
File,DefaultJupiterConfigurationTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\config\DefaultJupiterConfigurationTests.java,21,1,,,,,11,,117
File,DefaultLauncher.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\core\DefaultLauncher.java,9,1,,,,,8,,64
File,DefaultLauncherConfig.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\core\DefaultLauncherConfig.java,11,1,,,,,11,,80
File,DefaultLauncherEngineFilterTests.java,platform-tests\src\test\java\org\junit\platform\launcher\core\DefaultLauncherEngineFilterTests.java,9,1,,,,,7,,136
File,DefaultLauncherSession.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\core\DefaultLauncherSession.java,20,1,,,,,15,,103
File,DefaultLauncherTests.java,platform-tests\src\test\java\org\junit\platform\launcher\core\DefaultLauncherTests.java,57,1,,,,,43,,537
File,DefaultMethodDescriptor.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\discovery\DefaultMethodDescriptor.java,3,1,,,,,3,,18
File,DefaultMethodOrdererContext.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\discovery\DefaultMethodOrdererContext.java,5,1,,,,,5,,34
File,DefaultMethodTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\DefaultMethodTests.java,50,1,,,,,15,,163
File,DefaultParallelExecutionConfiguration.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\DefaultParallelExecutionConfiguration.java,7,1,,,,,7,,44
File,DefaultParallelExecutionConfigurationStrategy.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\hierarchical\DefaultParallelExecutionConfigurationStrategy.java,15,1,,,,,6,,87
File,DefaultParallelExecutionConfigurationStrategyTests.java,platform-tests\src\test\java\org\junit\platform\engine\support\hierarchical\DefaultParallelExecutionConfigurationStrategyTests.java,25,1,,,,,17,,162
File,DefaultParameterContext.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\execution\DefaultParameterContext.java,8,1,,,,,8,,52
File,DefaultRepetitionInfo.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\extension\DefaultRepetitionInfo.java,6,1,,,,,6,,42
File,DefaultTestInstanceFactoryContext.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\descriptor\DefaultTestInstanceFactoryContext.java,4,1,,,,,4,,27
File,DefaultTestInstances.java,junit-jupiter-engine\src\main\java\org\junit\jupiter\engine\execution\DefaultTestInstances.java,9,1,,,,,7,,49
File,DefaultTestInstancesTests.java,jupiter-tests\src\test\java\org\junit\jupiter\engine\execution\DefaultTestInstancesTests.java,2,1,,,,,2,,29
File,DefaultUriSource.java,junit-platform-engine\src\main\java\org\junit\platform\engine\support\descriptor\DefaultUriSource.java,7,1,,,,,5,,35
File,DefaultUriSourceTests.java,platform-tests\src\test\java\org\junit\platform\engine\support\descriptor\DefaultUriSourceTests.java,6,1,,,,,5,,35
File,DefensiveAllDefaultPossibilitiesBuilder.java,junit-vintage-engine\src\main\java\org\junit\vintage\engine\discovery\DefensiveAllDefaultPossibilitiesBuilder.java,18,1,,,,,12,,92
File,DelegatingEngineExecutionListener.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\core\DelegatingEngineExecutionListener.java,6,1,,,,,6,,31
File,DelegatingLauncher.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\core\DelegatingLauncher.java,6,1,,,,,6,,32
File,DemoClassTestDescriptor.java,platform-tests\src\test\java\org\junit\platform\engine\support\descriptor\DemoClassTestDescriptor.java,6,1,,,,,3,,40
File,DemoEngineExecutionContext.java,junit-platform-engine\src\testFixtures\java\org\junit\platform\engine\support\hierarchical\DemoEngineExecutionContext.java,1,1,,,,,1,,29
File,DemoHierarchicalContainerDescriptor.java,junit-platform-engine\src\testFixtures\java\org\junit\platform\engine\support\hierarchical\DemoHierarchicalContainerDescriptor.java,6,1,,,,,5,,33
File,DemoHierarchicalEngineDescriptor.java,junit-platform-engine\src\testFixtures\java\org\junit\platform\engine\support\hierarchical\DemoHierarchicalEngineDescriptor.java,7,1,,,,,5,,30
File,DemoHierarchicalTestDescriptor.java,junit-platform-engine\src\testFixtures\java\org\junit\platform\engine\support\hierarchical\DemoHierarchicalTestDescriptor.java,9,1,,,,,6,,42
File,DemoHierarchicalTestEngine.java,junit-platform-engine\src\testFixtures\java\org\junit\platform\engine\support\hierarchical\DemoHierarchicalTestEngine.java,17,1,,,,,13,,66
File,DemoMethodTestDescriptor.java,platform-tests\src\test\java\org\junit\platform\engine\support\descriptor\DemoMethodTestDescriptor.java,9,1,,,,,5,,54
File,DequeStack.java,junit-platform-launcher\src\main\java\org\junit\platform\launcher\tagexpression\DequeStack.java,5,1,,,,,5,,26
File,DescriptionUtils.java,junit-vintage-engine\src\main\java\org\junit\vintage\engine\descriptor\DescriptionUtils.java,5,3,,,,,2,,22
